Name,Guild,Ally Code,Account TZ per swgoh (player reset time zone),GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,Hotutils style mod score -- higher is better, aim for 3.0.   ((# of 15-19 Speed 0.8) + (# of 20-24 Speed) + (# of 25+ Speed * 1.6)) / (squadGP / 100,000),DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,LS Toon GP,DS Toon GP,Zetas,Omicrons,Relic Levels,GLs,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Master Kenobi,Lord Vader,Jabba the Hutt,Leia Organa,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer
"Nudge",BRG Fallen Order of Ahch To,439851763,-4,2742182,1769452,972730,181,65,4,183,1003141,761523,14,3,37,0,154,2,13,30,55,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jmk simp",BRG Fallen Order of Ahch To,542156463,12,8415416,4517776,3897640,115,18,317,477,2514185,2001800,158,19,674,3,274,102,123,144,156,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1
"Kalsto",BRG Fallen Order of Ahch To,377859756,0,1581891,924034,657857,140,-170,8,115,471355,452679,3,0,16,0,42,0,5,10,15,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DarthLeo33",BRG Fallen Order of Ahch To,242738839,-6,2607058,1505789,1101269,136,102,58,102,869324,636014,20,0,13,0,96,2,2,22,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SanitaryFruitloops",BRG Fallen Order of Ahch To,637321744,-9,1271438,791372,480066,164,308,85,143,497342,294030,13,2,11,0,43,1,3,13,25,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Julirayray",BRG Fallen Order of Ahch To,259548767,-7,2985365,1760943,1224422,143,44,56,172,991893,769050,34,1,53,0,116,8,9,32,56,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LordVader786",BRG Fallen Order of Ahch To,688269953,-4,3070776,1762453,1308323,134,-161,57,315,902620,859157,35,3,115,0,98,19,24,50,63,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spartacus",BRG Fallen Order of Ahch To,436841239,-7,3195523,2006716,1188807,168,355,3,116,1282923,721122,42,0,16,0,131,3,3,31,51,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gegg",BRG Fallen Order of Ahch To,288912899,-6,3700586,2092393,1608193,130,-1,32,638,1154742,937200,10,1,356,1,119,47,82,83,85,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"ZMustang alt",BRG Fallen Order of Ahch To,859256554,-9,2539856,1586625,953231,166,141,0,215,931521,655104,10,2,59,0,101,7,15,28,46,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LilNinja23",BRG Fallen Order of Ahch To,526333633,-7,3380221,1943640,1436581,135,135,4,442,1138528,805112,1,1,208,0,153,24,53,55,68,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"tobster",BRG Frozenshard exiles,569316171,4,4230158,2307512,1922646,120,-32,161,377,1255990,1051522,68,5,239,1,155,31,48,64,78,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
"Thehighground420",BRG Frozenshard exiles,661933162,0,5896074,3257256,2638818,123,-315,171,435,1545089,1712167,79,11,364,2,204,48,74,110,124,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1
"Kichler10",BRG Frozenshard exiles,945937226,-5,6169288,3708052,2461236,150,87,46,406,2127073,1579965,87,13,300,2,231,39,72,119,141,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
"e4embo",BRG Frozenshard exiles,651266171,-5,4960788,2945564,2015224,146,-73,329,390,1565432,1365744,72,6,243,1,170,34,51,94,115,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
"Ta152",BRG Frozenshard exiles,474737449,-4,5901199,3273060,2628139,124,197,465,363,1966907,1305477,85,15,318,2,189,46,59,92,125,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0
"dicksharpe",BRG Frozenshard exiles,175858197,-1,7046824,3986385,3060439,130,-181,309,463,2021807,1963902,92,15,462,3,241,60,98,136,147,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1
"Jed",BRG Frozenshard exiles,492425346,-5,5962678,3752180,2210498,169,99,90,211,2156387,1580841,46,10,145,0,220,22,27,70,123,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Kristian45",BRG Frozenshard exiles,713547513,1,5179187,3024533,2154654,140,-143,204,430,1559623,1459384,68,8,321,2,209,50,62,97,113,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1
"xXDarth YetiXx",BRG Frozenshard exiles,879719549,6,6734374,3665784,3068590,119,-180,478,381,1853602,1798582,96,16,349,2,234,53,69,118,131,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
"Kelattt",BRG Frozenshard exiles,384197343,1,6107971,3377092,2730879,123,-93,136,402,1779435,1584865,76,12,324,2,226,47,68,113,131,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
"Elon Muscle",BRG Frozenshard exiles,274334641,7,5641753,3264660,2377093,137,139,400,536,1915691,1348969,80,12,478,3,190,69,95,112,125,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1
"SitOnMySith",BRG Frozenshard exiles,727179611,3,7743475,4253925,3489550,121,-179,381,501,2153025,2087720,92,15,611,3,254,98,112,154,171,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1
"Tomb",BRG Frozenshard exiles,644419262,-1,5902754,3511367,2391387,146,77,72,549,1996684,1497288,61,8,488,3,205,63,110,117,130,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1
"Toby18",BRG Frozenshard exiles,523572162,3,4625763,2726896,1898867,143,-165,148,384,1394105,1332115,72,11,245,1,178,28,53,76,97,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"JSchill",BRG Frozenshard exiles,342467647,0,7455274,4272727,3182547,134,-24,279,585,2317903,1926107,98,20,699,5,242,99,143,154,157,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1
"Bo Diddle",BRG Frozenshard exiles,627568373,-5,6504686,3585763,2918923,122,12,134,427,1990738,1594349,90,9,386,2,241,55,78,123,135,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
"Iluvatar",BRG Frozenshard exiles,367597549,4,7083146,4080144,3003002,135,400,127,371,2649613,1417613,93,15,355,3,285,57,65,127,136,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1
"Raven3199",BRG Frozenshard exiles,716952923,1,6009804,3488139,2521665,138,79,44,507,1994050,1492306,71,10,421,1,209,54,102,119,125,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1
"toaster1241",BRG Frozenshard exiles,388951769,4,7891552,4722206,3169346,148,-20,204,446,2568335,2125392,160,15,528,2,267,75,109,138,161,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0
"beanboi",BRG Frozenshard exiles,776711776,-7,4316539,2568892,1747647,146,-296,32,244,1217207,1328227,60,10,42,0,176,6,7,90,108,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ferran Jubei",BRG Frozenshard exiles,151173958,1,6770654,4049798,2720856,148,54,146,471,2290214,1757448,86,12,416,2,237,64,93,143,157,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
"ThePatience",BRG Frozenshard exiles,536653765,1,7934573,4573560,3361013,136,-217,501,602,2279866,2293694,110,28,799,5,248,113,154,164,175,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
"jack0",BRG Frozenshard exiles,342891997,2,5656806,3409455,2247351,151,-101,83,393,1797220,1611548,77,13,322,3,208,47,66,92,114,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1
"BluntSkull",BRG Frozenshard exiles,979223516,-5,6901069,4260553,2640516,161,68,132,519,2417597,1830094,67,11,507,2,246,72,113,144,152,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1
"VikingKoala",BRG Frozenshard exiles,431562251,1,6016491,3538590,2477901,142,77,79,362,2013421,1510400,75,9,265,1,231,37,64,101,121,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
"Merioon Valhoun",BRG Frozenshard exiles,585488784,4,4076328,2219394,1856934,119,-415,92,367,997620,1221774,60,7,195,1,136,31,40,71,89,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"Xnalanx",BRG Frozenshard exiles,136637536,10,5412305,2995989,2416316,123,-310,372,403,1424297,1571692,84,12,282,2,200,40,56,106,116,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1
"DarthVilhem",BRG Frozenshard exiles,588329247,-4,6409513,3419910,2989603,114,-67,224,399,1828126,1585064,62,9,350,1,241,46,78,108,126,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"DarthWilli",BRG Frozenshard exiles,228477644,-4,8314247,4512081,3802166,118,-73,212,478,2405519,2098626,96,18,614,2,288,81,130,145,158,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
"Mazline",BRG Frozenshard exiles,123149827,-7,5652093,3412987,2239106,152,-23,50,292,1858243,1541873,79,14,116,0,213,7,34,108,134,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Wolffe Pack",BRG Frozenshard exiles,787254278,0,8638553,4847268,3791285,127,1,412,476,2675501,2167111,172,16,665,4,284,99,128,151,172,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
"ccccccccccc",BRG Frozenshard exiles,123929735,-2,4436998,2625134,1811864,144,-142,131,426,1356671,1267787,51,6,246,1,167,38,51,89,102,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1
"Thehood69",BRG Frozenshard exiles,415225728,1,3470364,1945801,1524563,127,-14,134,431,1067416,878385,40,5,198,0,105,23,43,67,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Classy Squirrel",BRG Frozenshard exiles,277557845,-4,5761350,3381309,2380041,142,473,104,548,2262417,1118216,70,2,450,2,213,62,99,127,129,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1
"jex222",BRG Frozenshard exiles,821134319,6,5165867,3277212,1888655,173,-42,79,405,1775448,1501764,74,8,277,2,182,40,61,93,121,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1
"creen",BRG Frozenshard exiles,677923662,-11,6437874,3692418,2745456,134,64,91,463,2097627,1594791,63,12,428,2,241,59,97,116,137,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
"blue force",BRG Frozenshard exiles,436724762,-6,5498471,3290294,2208177,149,53,153,439,1860323,1429971,75,8,337,2,183,44,74,100,128,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
"an0nym0usj0hn",BRG Frozenshard exiles,633526334,3,3530377,2011749,1518628,132,-42,111,489,1089555,922194,35,5,199,0,147,21,53,80,100,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"rileynrose96",BRG Frozenshard exiles,258489312,12,4544918,2828746,1716172,164,407,185,463,1847191,981555,94,3,254,2,204,35,70,90,102,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0
"FreakyEarth",BRG Frozenshard exiles,936992236,1,5721592,3319556,2402036,138,158,231,464,1963034,1356522,76,6,393,2,209,57,82,105,120,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1
"Yeti no kles",BRG Frozenshard exiles,483657413,3,7840451,4477042,3363409,133,50,479,518,2528327,1948039,105,25,623,2,254,93,124,158,170,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1
"GH0RAK",BRG Frozenshard exiles,772945134,-5,7348288,4283812,3064476,139,41,234,483,2409229,1873907,140,14,501,3,248,77,97,158,161,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1
"Belisarius",BRG Frozenshard exiles,362364277,-6,7377671,4173016,3204655,130,-22,117,418,2277592,1889201,93,14,433,2,263,56,95,127,156,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1
"revivemebaroudi",BRG Frozenshard exiles,857947976,-2,5845958,3633809,2212149,164,-90,166,483,1925439,1707694,90,10,399,1,213,56,89,114,137,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
"Naiian",BRG Frozenshard exiles,552597394,0,6488674,3962493,2526181,156,-26,372,448,2162204,1800289,188,20,370,3,208,42,81,136,150,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1
"BubbaBeSlayin",BRG Frozenshard exiles,159445147,-5,5622430,3605994,2016436,178,229,26,256,2190201,1405848,138,8,132,0,214,17,37,81,99,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"TacopMark",BRG Frozenshard exiles,961927581,-7,7544885,4363052,3181833,137,26,121,439,2436632,1923759,92,15,469,2,276,58,106,132,158,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1
"Nimbulus",Guardians of The Mist Beyond,181256629,1,5889723,3383295,2506428,134,193,88,388,2028696,1352162,73,13,294,1,207,43,64,106,117,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1
"Kliff Fuser",Guardians of The Mist Beyond,891864244,-8,6244808,3500419,2744389,127,120,35,515,2037358,1462385,70,11,490,2,232,66,109,115,127,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
"Jojo",Guardians of The Mist Beyond,917122652,-5,5461377,3192123,2269254,140,92,72,460,1823567,1346895,43,9,337,1,186,40,83,101,128,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Gilberdere",Guardians of The Mist Beyond,855471613,0,6555726,3608793,2946933,122,151,103,380,2126390,1479450,82,12,358,2,241,46,79,99,122,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1
"MrRevan",Guardians of The Mist Beyond,556951466,-3,8638398,5014041,3624357,138,27,79,511,2798904,2208230,149,32,728,5,272,104,145,151,176,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"Ajunta Pall",Guardians of The Mist Beyond,992141888,-6,7729166,4466752,3262414,136,98,136,526,2575027,1891049,86,19,644,4,251,94,130,148,162,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1
"AgentOfChaos",Guardians of The Mist Beyond,718699874,0,5089315,2721862,2367453,114,-48,36,303,1469797,1251050,45,5,233,1,217,40,44,64,86,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1
"Dark Helmet",Guardians of The Mist Beyond,783487787,-1,5561341,3054336,2507005,121,72,174,550,1741438,1312898,75,9,456,2,185,70,98,117,121,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
"jamesCCCC",Guardians of The Mist Beyond,577439491,-10,6536510,3738865,2797645,133,48,143,496,2108934,1628667,74,14,464,2,223,61,103,129,142,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
"SirCrazyPhil",Guardians of The Mist Beyond,985641597,2,6907483,3891263,3016220,129,48,176,474,2188381,1690573,83,6,485,3,252,75,96,135,143,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1
"Axel Kennedy",Guardians of The Mist Beyond,358543737,0,6957920,4227148,2730772,154,125,44,464,2463057,1760046,80,20,476,2,233,62,101,127,151,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
"Mitch",Guardians of The Mist Beyond,454736696,-5,9230812,5382428,3848384,139,-77,208,538,2869230,2513198,167,20,766,4,284,101,162,182,199,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
"YngviFrey",Guardians of The Mist Beyond,747421381,-4,4568244,2697875,1870369,144,158,56,445,1595169,1102030,47,3,282,0,159,41,64,83,98,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Variable",Guardians of The Mist Beyond,777295619,-6,5946148,3815408,2130740,179,-96,83,628,2014400,1798358,100,21,545,1,198,73,130,135,141,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
"Valerius",Guardians of The Mist Beyond,754194713,-8,5546420,3131771,2414649,129,-25,249,384,1709412,1421683,79,9,291,1,211,43,63,92,104,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"buttnuggets",Guardians of The Mist Beyond,744348919,-6,6308987,3703953,2605034,142,102,71,463,2138994,1563945,80,9,393,1,217,62,82,132,154,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
"IrvingBerlin",Guardians of The Mist Beyond,442512143,-8,7383872,4275922,3107950,137,-86,207,576,2269489,2006433,87,20,683,3,252,104,138,151,159,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1
"Fiberhead",Guardians of The Mist Beyond,813548382,-5,7973452,4563074,3410378,133,72,127,401,2597108,1958157,121,18,371,2,270,46,97,149,166,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1
"Talyn",Guardians of The Mist Beyond,722362941,-8,6664897,3707981,2956916,125,-79,59,507,1974232,1732600,79,15,515,3,231,67,112,123,132,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
"SithLordCryo",Guardians of The Mist Beyond,257389653,-5,8410643,4996024,3414619,146,26,287,477,2789294,2201623,185,21,611,3,251,97,122,157,169,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1
"Siegeking",Guardians of The Mist Beyond,232115115,-4,6424127,3951978,2472149,159,-244,195,365,1942805,2008497,138,17,335,2,204,45,64,104,129,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1
"SkyGuy501",Guardians of The Mist Beyond,961395828,-7,5754264,3429998,2324266,147,-176,291,409,1744166,1685156,124,17,322,2,216,40,74,97,113,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1
"Archer",Guardians of The Mist Beyond,974471184,-4,5000524,3349746,1650778,202,-28,174,387,1826372,1522923,126,11,278,1,185,32,58,80,102,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Left 4 Gaming Addiction",Guardians of The Mist Beyond,612524345,-5,7480809,4116816,3363993,122,-36,267,486,2232071,1876579,93,15,558,3,239,80,114,138,146,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"Snorlax",Guardians of The Mist Beyond,157865324,-5,6370100,3478001,2892099,120,-55,193,420,1872503,1604822,97,9,353,3,249,50,76,121,135,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1
"Sieana Rayley",Guardians of The Mist Beyond,547229965,-5,7572767,4199960,3372807,124,116,198,514,2439598,1759348,93,19,617,3,261,94,121,145,149,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1
"AZN10",Guardians of The Mist Beyond,979298148,-5,2794857,1750909,1043948,167,-26,36,183,955169,795740,23,4,37,0,105,3,9,35,56,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BBBcube314",Guardians of The Mist Beyond,668135442,-5,7080888,4048314,3032574,133,90,81,390,2315697,1714388,64,13,389,2,244,49,89,110,144,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1
"Valarkale",Guardians of The Mist Beyond,265279199,-4,8317672,4871907,3445765,141,-46,108,413,2629218,2233797,183,14,430,1,258,60,98,160,186,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0
"Dash Rektless",Guardians of The Mist Beyond,567161194,-7,4227061,2395208,1831853,130,77,6,138,1367117,1025841,42,2,27,0,169,0,10,43,62,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Sandakin Airstepper",Guardians of The Mist Beyond,348956666,-3,5154771,2849309,2305462,123,37,30,500,1600096,1249213,36,6,374,0,186,56,84,99,105,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1
"Jbob1011",Guardians of The Mist Beyond,193859291,-8,6032663,3398938,2633725,129,5,55,582,1874709,1512118,53,13,551,2,200,77,117,124,130,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1
"JoeMacFando",Guardians of The Mist Beyond,241665115,-1,5915713,3240776,2674937,121,312,185,406,2038863,1199668,54,9,362,0,191,62,71,97,122,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"CronikdaHemphog",Guardians of The Mist Beyond,649191986,-5,6706091,3904282,2801809,139,26,44,508,2181495,1721773,98,7,501,2,231,69,111,130,135,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1
"thegame",Guardians of The Mist Beyond,177442627,6,4550867,2554046,1996821,127,119,68,520,1485748,1068298,43,6,305,1,159,43,70,106,110,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
"EdmundsV2",Guardians of The Mist Beyond,628862281,1,4867510,2801665,2065845,135,-67,89,586,1500679,1300986,39,5,413,2,158,53,96,107,116,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
"BobaKush",Guardians of The Mist Beyond,997839259,-7,4373472,2634098,1739374,151,121,116,546,1533116,1099968,46,5,336,0,143,47,76,96,111,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"Bishop",Guardians of The Mist Beyond,992545136,8,4942959,2794418,2148541,130,-11,52,545,1535586,1258832,23,4,399,1,153,53,91,99,104,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
"lukeyworld",Guardians of The Mist Beyond,579933454,1,5438703,3031776,2406927,125,-103,70,497,1596191,1435123,41,5,367,1,189,48,86,111,118,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
"Andurian Talz",Guardians of The Mist Beyond,278452733,-6,4310266,2662387,1647879,161,290,95,329,1661027,1000909,82,6,190,0,170,26,42,62,71,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"OpticAlex",Guardians of The Mist Beyond,221577484,-7,5524157,3184486,2339671,136,106,169,228,1842580,1341906,103,2,140,0,182,10,38,60,101,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
"Capt Black",Guardians of The Mist Beyond,257644793,0,7605106,4429293,3175813,139,240,489,480,2709333,1719960,208,20,612,5,234,94,112,131,155,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1
"Anlair Deth",Guardians of The Mist Beyond,517761455,-3,5199695,2810136,2389559,117,-106,55,481,1477522,1332163,64,14,353,1,164,57,75,105,117,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
"Un Known",Guardians of The Mist Beyond,463235621,-7,4951539,3051241,1900298,160,-188,142,418,1542433,1508132,81,8,285,2,178,39,63,87,101,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
"Dark",Guardians of The Mist Beyond,752462989,0,6552089,3885979,2666110,145,-373,371,534,1786932,2099047,157,12,532,2,198,74,111,133,146,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0
"Micropterus Salimoidous",Guardians of The Mist Beyond,925452565,-4,8440759,4727635,3713124,127,-156,177,481,2427875,2299084,135,24,573,2,275,73,131,161,178,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1
"RingoBingo",BRG-HappyAccidents,753267475,-6,9838650,5786631,4052019,142,135,223,511,3385078,2393494,218,20,838,5,299,130,152,184,203,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1
"Jorir Orilin",BRG-HappyAccidents,926977164,-5,6590688,4032688,2558000,157,150,152,314,2369714,1650233,128,14,223,0,249,35,48,115,132,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
"Grogg",BRG-HappyAccidents,962697893,-5,8035432,4679468,3355964,139,-38,178,502,2523934,2126374,164,19,548,2,262,74,137,157,171,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
"atlasz",BRG-HappyAccidents,569717448,-5,8371391,4722195,3649196,129,-50,88,433,2529159,2158385,159,17,545,2,279,66,115,139,148,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
"Madmartigan813",BRG-HappyAccidents,598483432,-6,8601548,5365691,3235857,165,129,184,548,3118137,2216959,197,22,719,4,270,99,148,180,192,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1
"Necrobe75",BRG-HappyAccidents,198884116,-6,8424574,5174777,3249797,159,-99,74,478,2712194,2430573,184,16,574,3,253,76,126,162,181,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1
"DarthBane71",BRG-HappyAccidents,174384318,-4,10249719,6020368,4229351,142,-108,64,503,3149883,2847189,219,23,853,6,315,118,155,190,216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"Kaeya",BRG-HappyAccidents,559179796,-6,4874919,2959866,1915053,154,91,110,354,1701398,1257792,82,7,213,1,205,24,56,74,92,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
"Chmrda",BRG-HappyAccidents,974657467,-6,7390961,4222639,3168322,133,-340,326,443,1961389,2234657,170,23,483,3,226,56,100,131,147,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1
"phillipmonseu",BRG-HappyAccidents,789863213,-4,7412144,4421209,2990935,147,159,163,440,2616433,1804776,177,16,459,2,252,61,96,139,165,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1
